lat,lon
-40.9892,148.5008
-40.6358,148.1012
-41.0307,146.3557
-40.6421,145.3848
-40.2837,145.0415
-40.2753,144.6309
-40.9488,144.4606
-41.7396,144.7751
-42.1726,145.0182
-43.0408,145.3423
-43.6540,145.9355
-43.6828,147.2415
-43.3082,148.1479
-42.6744,148.3182
-42.3555,148.5118
