locality_a,locality_b,transit_time_mins
gb-eng--suffolk-ipswitch,gb-eng--norfolk-suffolk-the-broads,75
gb-eng--norfolk-suffolk-thetford-bury-st-edmunds,gb-eng--norfolk-norwich,50
gb-eng--norfolk-norwich,gb-eng--norfolk-suffolk-the-broads,40
gb-eng--suffolk-ipswitch,gb-eng--norfolk-norwich,41
gb-eng--norfolk-suffolk-the-broads,gb-eng--norfolk-suffolk-thetford-bury-st-edmunds,70
gb-eng--norfolk-suffolk-thetford-bury-st-edmunds,gb-eng--norfolk-cambridgeshire-the-fens,45
gb-eng--norfolk-norwich,gb-eng--norfolk-norfolk-coast,60
gb-eng--norfolk-norfolk-coast,gb-eng--norfolk-cambridgeshire-the-fens,55
gb-eng--norfolk-suffolk-thetford-bury-st-edmunds,gb-eng--norfolk-norfolk-coast,70
gb-eng--norfolk-norwich,gb-eng--norfolk-cambridgeshire-the-fens,60
gb-eng--cambridgeshire-cambridge,gb-eng--norfolk-cambridgeshire-the-fens,55
gb-eng--cambridgeshire-peterborough,gb-eng--norfolk-cambridgeshire-the-fens,57
gb-eng--cambridgeshire-peterborough,gb-eng--cambridgeshire-cambridge,52
gb-eng--cambridgeshire-peterborough,gb-eng--bedfordshire-bedford,53
gb-eng--cambridgeshire-peterborough,gb-eng--northamptonshire-north-northamptonshire,38
gb-eng--northamptonshire-north-northamptonshire,gb-eng--northamptonshire-northampton,38
gb-eng--northamptonshire-north-northamptonshire,gb-eng--leicestershire,39
gb-eng--northamptonshire-northampton,gb-eng--bedfordshire-bedford,36
gb-eng--northamptonshire-northampton,gb-eng--buckinghamshire-milton-keynes,24
gb-eng--northamptonshire-northampton,gb-eng--cambridgeshire-peterborough,60
gb-eng--bedfordshire-bedford,gb-eng--northamptonshire-north-northamptonshire,48
gb-eng--northamptonshire-northampton,gb-eng--oxfordshire,65
gb-eng--west-midlands-warwickshire-coventry,gb-eng--leicestershire,37
gb-eng--west-midlands-warwickshire-coventry,gb-eng--northamptonshire-northampton,48
gb-eng--west-midlands-warwickshire-coventry,gb-eng--northamptonshire-north-northamptonshire,53
gb-eng--leicestershire,gb-eng--northamptonshire-northampton,47
gb-eng--gloucestershire,gb-eng--bristol,50
gb-eng--gloucestershire,gb-eng--wiltshire-swindon,45
gb-eng--gloucestershire,gb-eng--oxfordshire,70
gb-eng--gloucestershire,gb-eng--warwickshire-stratford,55
gb-eng--gloucestershire,gb-eng--worcestershire,35
gb-eng--gloucestershire,gb-eng--herefordshire,55
gb-eng--warwickshire-stratford,gb-eng--west-midlands-warwickshire-coventry,28
gb-eng--warwickshire-stratford,gb-eng--west-midlands-arden,26
gb-eng--warwickshire-stratford,gb-eng--worcestershire,40
gb-eng--warwickshire-stratford,gb-eng--northamptonshire-northampton,60
gb-eng--warwickshire-stratford,gb-eng--oxfordshire,65
gb-eng--west-midlands-birmingham,gb-eng--west-midlands-sutton,18
gb-eng--west-midlands-birmingham,gb-eng--west-midlands-arden,32
gb-eng--west-midlands-birmingham,gb-eng--west-midlands-northfield,22
gb-eng--west-midlands-birmingham,gb-eng--west-midlands-black-country,26
gb-eng--west-midlands-sutton,gb-eng--west-midlands-arden,30
gb-eng--west-midlands-arden,gb-eng--west-midlands-northfield,24
gb-eng--west-midlands-northfield,gb-eng--west-midlands-black-country,28
gb-eng--west-midlands-black-country,gb-eng--west-midlands-sutton,28
gb-eng--west-midlands-sutton,gb-eng--west-midlands-warwickshire-coventry,35
gb-eng--west-midlands-arden,gb-eng--west-midlands-warwickshire-coventry,30
gb-eng--west-midlands-sutton,gb-eng--leicestershire,55
gb-eng--west-midlands-northfield,gb-eng--warwickshire-stratford,35
gb-eng--west-midlands-northfield,gb-eng--worcestershire,35
gb-eng--west-midlands-arden,gb-eng--worcestershire,45
gb-eng--herefordshire,gb-eng--worcestershire,40
gb-eng--herefordshire,gb-eng--shropshire-shropshire-hills,25
gb-eng--shropshire-shropshire-hills,gb-eng--west-midlands-black-country,60
gb-eng--shropshire-shropshire-hills,gb-eng--west-midlands-northfield,65
gb-eng--shropshire-shropshire-hills,gb-eng--shropshire-telford-shrewsbury,50
gb-eng--shropshire-telford-shrewsbury,gb-eng--west-midlands-black-country,40
gb-eng--shropshire-shropshire-hills,gb-eng--worcestershire,50
gb-eng--shropshire-telford-shrewsbury,gb-eng--worcestershire,70
gb-eng--west-midlands-warwickshire-coventry,gb-eng--oxfordshire,70
gb-eng--herefordshire,gb-eng--bristol,85
eu-fr--ile-de-france-paris-centre,eu-fr--occitanie-montpellier,260
eu-fr--occitanie-montpellier,eu-fr--occitanie-beziers,60
eu-fr--occitanie-beziers,eu-fr--occitanie-narbonne,35
eu-fr--occitanie-narbonne,eu-fr--occitanie-perpignan,50
eu-fr--occitanie-perpignan,eu-es--catalunya-figueres,50
eu-es--catalunya-figueres,eu-es--catalunya-girona,40
eu-es--catalunya-girona,eu-es--catalunya-barcelona-centre,69
eu-es--catalunya-barcelona-centre,eu-es--madrid-madrid-centro,200
eu-es--madrid-madrid-centro,eu-es--andalucia-malaga,220
eu-es--andalucia-malaga,eu-es--andalucia-fuengirola,30
eu-es--andalucia-fuengirola,eu-es--andalucia-marbella,35
eu-es--andalucia-marbella,eu-es--andalucia-estepona,35
eu-es--andalucia-estepona,eu-es--andalucia-san-roque-la-linea,35
eu-es--andalucia-san-roque-la-linea,eu-es--andalucia-algeciras,26
eu-es--andalucia-algeciras,eu-es--andalucia-tarifa,28
eu-es--andalucia-tarifa,ma--tanger-tetouan-al-hoceima-tanger,180
eu-es--andalucia-algeciras,ma--tanger-tetouan-al-hoceima-tanger,240
