lat,lon
26.0255,127.668
26.1864,127.863
26.2723,127.9296
26.3573,128.0257
26.8562,128.494
26.9928,128.1844
26.7097,127.8458
26.563,127.8232
26.4567,127.6714
26.152,127.5636
