locality_a,locality_b,transit_time_mins
us--ny-new-york-city-northern-brooklyn,us--ny-new-york-city-the-rockaways,46.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-northern-brooklyn,16.0
us--ny-new-york-city-northern-brooklyn,us--ny-north-fork-long-island,131.0
us--ny-new-york-city-northern-brooklyn,us--ny-new-york-city-southwest-bronx,36.0
us--ny-new-york-city-downtown-manhattan,us--ny-new-york-city-northern-brooklyn,14.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-upper-manhattan,76.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-upper-manhattan,56.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-upper-manhattan,50.0
us--ny-nassau-county-hub,us--ny-new-york-city-upper-manhattan,50.0
us--ny-new-york-city-staten-island-north-shore,us--ny-new-york-city-upper-manhattan,75.0
us--ny-new-york-city-upper-manhattan,us--ny-west-central-suffolk-county,76.0
us--ny-new-york-city-staten-island-mid-island,us--ny-new-york-city-upper-manhattan,87.0
us--ny-new-york-city-upper-manhattan,us--ny-the-hamptons,149.0
us--ny-new-york-city-eastern-brooklyn,us--ny-new-york-city-upper-manhattan,54.0
us--ny-new-york-city-northeast-bronx,us--ny-new-york-city-upper-manhattan,26.0
us--ny-new-york-city-southeast-bronx,us--ny-new-york-city-upper-manhattan,24.0
us--ny-new-york-city-midtown-manhattan,us--ny-new-york-city-upper-manhattan,33.0
us--ny-nassau-county-north-shore,us--ny-new-york-city-upper-manhattan,59.0
us--ny-new-york-city-northeastern-queens,us--ny-new-york-city-upper-manhattan,32.0
us--ny-east-central-suffolk-county,us--ny-new-york-city-upper-manhattan,94.0
us--nj-jersey-city-hoboken,us--ny-new-york-city-upper-manhattan,57.0
us--ny-new-york-city-staten-island-south-shore,us--ny-new-york-city-upper-manhattan,93.0
us--ny-new-york-city-upper-manhattan,us--ny-new-york-city-uptown-manhattan,12.0
us--ny-new-york-city-northwest-bronx,us--ny-new-york-city-upper-manhattan,12.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-new-york-city-upper-manhattan,53.0
us--ny-nassau-county-south-shore,us--ny-new-york-city-upper-manhattan,60.0
us--ny-new-york-city-northwestern-queens,us--ny-new-york-city-upper-manhattan,26.0
us--nj-bayonne,us--ny-new-york-city-upper-manhattan,71.0
us--ny-new-york-city-central-brooklyn,us--ny-new-york-city-upper-manhattan,66.0
us--ny-new-york-city-upper-east-side,us--ny-new-york-city-upper-manhattan,26.0
us--ny-new-york-city-the-rockaways,us--ny-new-york-city-upper-manhattan,78.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-upper-manhattan,44.0
us--ny-new-york-city-upper-manhattan,us--ny-north-fork-long-island,139.0
us--ny-new-york-city-southwest-bronx,us--ny-new-york-city-upper-manhattan,12.0
us--ny-new-york-city-downtown-manhattan,us--ny-new-york-city-upper-manhattan,47.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-southwestern-queens,40.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-southern-brooklyn,48.0
us--ny-nassau-county-hub,us--ny-new-york-city-southern-brooklyn,64.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-staten-island-north-shore,40.0
us--ny-new-york-city-southern-brooklyn,us--ny-west-central-suffolk-county,90.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-staten-island-mid-island,42.0
us--ny-new-york-city-southern-brooklyn,us--ny-the-hamptons,163.0
us--ny-new-york-city-eastern-brooklyn,us--ny-new-york-city-southern-brooklyn,22.0
us--ny-new-york-city-northeast-bronx,us--ny-new-york-city-southern-brooklyn,80.0
us--ny-new-york-city-southeast-bronx,us--ny-new-york-city-southern-brooklyn,68.0
us--ny-new-york-city-midtown-manhattan,us--ny-new-york-city-southern-brooklyn,52.0
us--ny-nassau-county-north-shore,us--ny-new-york-city-southern-brooklyn,68.0
us--ny-new-york-city-northeastern-queens,us--ny-new-york-city-southern-brooklyn,56.0
us--ny-east-central-suffolk-county,us--ny-new-york-city-southern-brooklyn,108.0
us--nj-jersey-city-hoboken,us--ny-new-york-city-southern-brooklyn,54.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-staten-island-south-shore,48.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-uptown-manhattan,64.0
us--ny-new-york-city-northwest-bronx,us--ny-new-york-city-southern-brooklyn,80.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-new-york-city-southern-brooklyn,32.0
us--ny-nassau-county-south-shore,us--ny-new-york-city-southern-brooklyn,58.0
us--ny-new-york-city-northwestern-queens,us--ny-new-york-city-southern-brooklyn,50.0
us--nj-bayonne,us--ny-new-york-city-southern-brooklyn,56.0
us--ny-new-york-city-central-brooklyn,us--ny-new-york-city-southern-brooklyn,18.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-upper-east-side,62.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-the-rockaways,18.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-southern-brooklyn,38.0
us--ny-new-york-city-southern-brooklyn,us--ny-north-fork-long-island,153.0
us--ny-new-york-city-southern-brooklyn,us--ny-new-york-city-southwest-bronx,68.0
us--ny-new-york-city-downtown-manhattan,us--ny-new-york-city-southern-brooklyn,44.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-southwestern-queens,18.0
us--ny-nassau-county-hub,us--ny-new-york-city-southwestern-queens,36.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-staten-island-north-shore,68.0
us--ny-new-york-city-southwestern-queens,us--ny-west-central-suffolk-county,59.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-staten-island-mid-island,70.0
us--ny-new-york-city-southwestern-queens,us--ny-the-hamptons,132.0
us--ny-new-york-city-eastern-brooklyn,us--ny-new-york-city-southwestern-queens,18.0
us--ny-new-york-city-northeast-bronx,us--ny-new-york-city-southwestern-queens,50.0
us--ny-new-york-city-southeast-bronx,us--ny-new-york-city-southwestern-queens,38.0
us--ny-new-york-city-midtown-manhattan,us--ny-new-york-city-southwestern-queens,48.0
us--ny-nassau-county-north-shore,us--ny-new-york-city-southwestern-queens,48.0
us--ny-new-york-city-northeastern-queens,us--ny-new-york-city-southwestern-queens,24.0
us--ny-east-central-suffolk-county,us--ny-new-york-city-southwestern-queens,77.0
us--nj-jersey-city-hoboken,us--ny-new-york-city-southwestern-queens,52.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-staten-island-south-shore,76.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-uptown-manhattan,50.0
us--ny-new-york-city-northwest-bronx,us--ny-new-york-city-southwestern-queens,52.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-new-york-city-southwestern-queens,44.0
us--ny-nassau-county-south-shore,us--ny-new-york-city-southwestern-queens,24.0
us--ny-new-york-city-northwestern-queens,us--ny-new-york-city-southwestern-queens,36.0
us--nj-bayonne,us--ny-new-york-city-southwestern-queens,66.0
us--ny-new-york-city-central-brooklyn,us--ny-new-york-city-southwestern-queens,36.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-upper-east-side,50.0
us--ny-new-york-city-southwestern-queens,us--ny-new-york-city-the-rockaways,22.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-southwestern-queens,18.0
us--ny-new-york-city-southwestern-queens,us--ny-north-fork-long-island,122.0
us--ny-new-york-city-southwest-bronx,us--ny-new-york-city-southwestern-queens,44.0
us--ny-new-york-city-downtown-manhattan,us--ny-new-york-city-southwestern-queens,42.0
us--ny-nassau-county-hub,us--ny-new-york-city-southeastern-queens,28.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-staten-island-north-shore,74.0
us--ny-new-york-city-southeastern-queens,us--ny-west-central-suffolk-county,54.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-staten-island-mid-island,86.0
us--ny-new-york-city-southeastern-queens,us--ny-the-hamptons,127.0
us--ny-new-york-city-eastern-brooklyn,us--ny-new-york-city-southeastern-queens,36.0
us--ny-new-york-city-northeast-bronx,us--ny-new-york-city-southeastern-queens,50.0
us--ny-new-york-city-southeast-bronx,us--ny-new-york-city-southeastern-queens,38.0
us--ny-new-york-city-midtown-manhattan,us--ny-new-york-city-southeastern-queens,42.0
