slug,name,name_lang,name_variation1,name_variation1_lang,area_of_reference,point_of_reference,lat,lon
eu-es--illes-balears-mallorca,EU-ES: Illes Balears: Mallorca,ca,EU-ES: Islas Baleares: Mallorca,es,Palma,Plaça Major,39.571407,2.651736
