slug,name,area_of_reference,point_of_reference,lat,lon
cl--tierra-del-fuego-porvenir,CL: Tierra del Fuego: Porvenir,Porvenir,Plaza de Porvenir,-53.295629,-70.368741
ar--tierra-del-fuego-ushuaia,AR: Tierra del Fuego: Ushuaia,Ushuaia,Plaza Eva Perón,-54.806846,-68.303939
ar--tierra-del-fuego-rio-grande,AR: Tierra del Fuego: Río Grande,Río Grande,Plaza Almirante Brown,-53.786331,-67.696348
ar--tierra-del-fuego-tolhuin,AR: Tierra del Fuego: Tolhuin,Tolhuin,Plaza Cívica Corazón de la Isla,-54.511382,-67.195226
