slug,name,name_lang,name_variation1,name_variation1_lang,area_of_reference,area_of_reference_lang,area_of_reference_variation1,area_of_reference_variation1_lang,point_of_reference,point_of_reference_lang,point_of_reference_variation1,point_of_reference_variation1_lang,lat,lon
in--dl-central-delhi,IN: DL: मध्य दिल्ली,hi,IN: DL: Central Delhi,en,मध्य दिल्ली,hi,Central Delhi,en,चाँदनी चौक,hi,Chandni Chowk,en,28.65646,77.227423
