slug,name,name_lang,name_variation1,name_variation1_lang,name_variation2,name_variation2_lang,area_of_reference,area_of_reference_lang,area_of_reference_variation1,area_of_reference_variation1_lang,area_of_reference_variation2,area_of_reference_variation2_lang,point_of_reference,point_of_reference_lang,point_of_reference_variation1,point_of_reference_variation1_lang,point_of_reference_variation2,point_of_reference_variation2_lang,lat,lon
cy--nicosia,CY: Λευκωσία,el,CY: Lefkoşa,tr,CY: Nicosia,en,Λευκωσία,el,Lefkoşa,tr,Nicosia,en,Πλατεία Ελευθερίας,el,Eleftheria Meydanı,tr,Eleftheria Square,en,35.170318,33.359556
