slug,name,name_lang,name_variation1,name_variation1_lang,area_of_reference,point_of_reference,lat,lon
eu-es--illes-balears-menorca,EU-ES: Illes Balears: Menorca,ca,EU-ES: Islas Baleares: Menorca,es,Ciutadella,Plaça des Born,40.000958,3.83639
