slug,name,name_lang,name_variation1,name_variation1_lang,area_of_reference,area_of_reference_lang,area_of_reference_variation1,area_of_reference_variation1_lang,point_of_reference,point_of_reference_lang,point_of_reference_variation1,point_of_reference_variation1_lang,lat,lon
ru--moscow-central-moscow,RU: Москва: Центр Москвы,ru,RU: Moscow: Central Moscow,en,Тверской,ru,Tverskoy,en,Красная площадь,ru,Red Square,en,55.753582,37.621447
