slug,name,name_lang,name_variation1,name_variation1_lang,area_of_reference,area_of_reference_lang,area_of_reference_variation1,area_of_reference_variation1_lang,point_of_reference,point_of_reference_lang,point_of_reference_variation1,point_of_reference_variation1_lang,lat,lon
eu-gr--crete-heraklion,EU-GR: Κρήτη: Ηράκλειο,el,EU-GR: Crete: Heraklion,en,Ηράκλειο,el,Heraklion,en,Πλατεία Ελευθερίου Βενιζέλου,el,Lions Square,en,35.339146,25.133012
