slug,name,area_of_reference,point_of_reference,lat,lon
au--nt-darwin,AU: NT: Darwin,Darwin,Darwin Post Office,-12.46091,130.84187
au--nt-katherine,AU: NT: Katherine,Katherine,Katherine Post Office,-14.46539,132.26358
au--nt-barkly,AU: NT: Barkly,Renner Springs,Renner Springs Desert Inn,-18.31882,133.79598
au--nt-alice-springs,AU: NT: Alice Springs,Ti Tree,Ti Tree Police Station,-22.12929,133.41682
