lat,lon
-54.9102,-69.3883
-55.1377,-66.1858
-54.704,-64.753
-52.64,-68.07
-52.4397,-69.4254
-52.5250,-69.5956
-52.6151,-69.6684
-52.7808,-70.4814
-54.067,-70.873
