slug,name,area_of_reference,point_of_reference,lat,lon
ar--santa-cruz-rio-gallegos,AR: Santa Cruz: Río Gallegos,Río Gallegos,Plaza San Martín,-51.62323,-69.21606
ar--santa-cruz-corpen-aike,AR: Santa Cruz: Corpen Aike,Corpen Aike,Ruta Nacional 288,-50.04828,-68.77175
ar--santa-cruz-el-calafate,AR: Santa Cruz: El Calafate,El Calafate,Paseo del Bosque,-50.33939,-72.27204
cl--magallanes-punta-arenas,CL: Magallanes: Punta Arenas,Punta Arenas,Plaza de Armas de Punta Arenas,-53.16265,-70.90814
cl--magallanes-puerto-natales,CL: Magallanes: Puerto Natales,Puerto Natales,Plaza de Armas de Puerto Natales,-51.72636,-72.5062
