slug,name,area_of_reference,point_of_reference,lat,lon
cl--aysen-coyhaique,CL: Aysén: Coyhaique,Coyhaique,Plaza de Armas de Coyhaique,-45.57115,-72.06855
cl--aysen-puerto-aysen,CL: Aysén: Puerto Aysén,Puerto Aysén,Plaza de Armas de Puerto Aysén,-45.406755,-72.697756
