locality_a,locality_b,transit_time_mins
cl--tierra-del-fuego-porvenir,ar--tierra-del-fuego-rio-grande,194
ar--tierra-del-fuego-rio-grande,ar--tierra-del-fuego-tolhuin,83
ar--tierra-del-fuego-tolhuin,ar--tierra-del-fuego-ushuaia,84
